chrom	geneName	strand	location	assigned_tissue_type	Hvalue	AdjustedHvalue
chr12	YEATS4	+	69784035	none	2.5436	2.7335
chr12	ZCCHC8	-	122957454	none	2.4946	2.7656
chr12	ZCRB1	-	42706580	none	2.4950	2.8062
chr12	ZDHHC17	+	77247473	none	2.5985	2.7754
chr12	ZFC3H1	-	72003463	none	2.6444	2.7635
chr12	ZNF140	+	133684006	none	2.2162	2.7623
chr12	ZNF84	+	133636177	none	2.4174	2.7236
chr13	ABHD13	+	108886581	none	2.3940	2.7088
chr13	ALOX5AP	+	31338556	none	2.5178	2.7377
chr13	ANKRD10	-	111530899	none	2.3693	2.7792
chr13	ARGLU1	-	107195688	none	2.5876	2.7899
chr13	ATP11A	+	113541315	none	2.4950	2.7949
chr13	CAB39L	-	49882786	none	2.5584	2.7527
chr13	CDADC1	+	49841902	none	2.5966	2.7969
chr13	CDC16	+	115038141	none	2.2064	2.8069
chr13	CKAP2	+	53035420	none	2.5454	2.7050
chr13	COG6	+	40326629	none	2.4497	2.8054
chr13	CUL4A	+	113919365	none	2.3111	2.7844
chr13	DCLK1	-	36345501	none	2.3515	2.7493
chr13	DIS3	-	73333127	none	2.2927	2.7342
chr13	DOCK9	-	99445770	none	2.3547	2.8070
chr13	ELF1	-	41507714	none	2.4269	2.7625
chr13	EXOSC8	+	37583501	none	2.4233	2.7954
chr13	FBXL3	-	77579401	none	2.6057	2.8068
chr13	FGF14	-	102373206	none	2.4935	2.7005
chr13	FLT1	-	28874482	none	2.3179	2.7425
chr13	FNDC3A	+	49783902	none	2.5304	2.7783
chr13	GPC5	+	93522408	none	2.3190	2.7515
chr13	GPR183	-	99947002	none	2.3779	2.7214
chr13	GTF3A	+	28009819	none	2.2769	2.8047
chr13	HMGB1	-	31037417	none	2.4789	2.7346
chr13	HSPH1	-	31717942	none	2.2141	2.7373
chr13	INTS6	-	51939362	none	2.2489	2.7680
chr13	INTS6	-	51939554	none	2.3684	2.7324
chr13	ITM2B	+	48835515	none	2.3691	2.7289
chr13	ITM2B	+	48836003	none	2.4278	2.7799
chr13	KBTBD7	-	41765544	none	2.5388	2.7461
chr13	KCTD12	-	77454321	none	2.5336	2.8024
chr13	KIAA0226L	-	46916655	none	2.5915	2.7309
chr13	KPNA3	-	50273446	none	2.2436	2.7248
chr13	LAMP1	+	113977732	none	2.5240	2.7898
chr13	LAMP1	+	113977979	none	2.5569	2.7076
chr13	LMO7	+	76432802	none	2.2788	2.7985
chr13	LPAR6	-	48985282	none	2.3967	2.8028
chr13	MED4	-	48650721	none	2.2961	2.7968
chr13	MIPEP	-	24304336	none	2.4697	2.8020
chr13	MPHOSPH8	+	20220920	none	2.5573	2.7156
chr13	MRPL57	+	21751500	none	2.4330	2.7308
chr13	MRPL57	+	21753218	none	2.2056	2.7581
chr13	MRPS31	-	41303448	none	2.5341	2.8072
chr13	MTIF3	-	28014384	none	2.5118	2.7778
chr13	MTMR6	-	25820377	none	2.2297	2.7704
chr13	MTMR6	-	25821396	none	2.2338	2.8066
chr13	MYCBP2	-	77618801	none	2.2578	2.7450
chr13	MZT1	-	73282514	none	2.5298	2.7522
chr13	N4BP2L2	-	33091761	none	2.6191	2.7570
chr13	N4BP2L2	-	33110775	none	2.3122	2.7665
chr13	NAA16	+	41951160	none	2.5152	2.7967
chr13	NEK3	-	52706786	none	2.5879	2.7781
chr13	NEK3	-	52718063	none	2.5879	2.7229
chr13	NUPL1	+	25916553	none	2.2736	2.7123
chr13	PABPC3	+	25672703	none	2.6082	2.7250
chr13	PCCA	+	101182681	none	2.2870	2.7862
chr13	PDS5B	+	33350042	none	2.4420	2.7802
chr13	PHF11	+	50103105	none	2.6517	2.8070
chr13	PIBF1	+	73590277	none	2.5013	2.7883
chr13	POMP	+	29252336	none	2.4073	2.8031
chr13	PROSER1	-	39584293	none	2.6554	2.7084
chr13	PSPC1	-	20277018	none	2.2449	2.7185
chr13	RB1	+	49056012	none	2.4890	2.7457
chr13	RBM26	-	79893607	none	2.3654	2.7382
chr13	RCBTB1	-	50106090	none	2.2045	2.8065
chr13	RNF219	-	79188427	none	2.5803	2.8070
chr13	SAP18	+	21721730	none	2.5187	2.7469
chr13	SLC25A30	-	45967465	none	2.6000	2.8052
chr13	SLC7A1	-	30083560	none	2.3238	2.7991
chr13	SPRYD7	-	50488400	none	2.3557	2.7469
chr13	STARD13	-	33677290	none	2.6283	2.7053
chr13	SUGT1	+	53254175	none	2.4510	2.7461
chr13	SUGT1	+	53261993	none	2.5302	2.7864
chr13	TBC1D4	-	75858820	none	2.4282	2.7921
chr13	TDRD3	+	61148004	none	2.6495	2.8030
chr13	TM9SF2	+	100215642	none	2.2446	2.7747
chr13	TSC22D1	-	45007664	none	2.2520	2.8058
chr13	TUBGCP3	-	113139332	none	2.2352	2.8055
chr13	UFM1	+	38937051	none	2.2279	2.7907
chr13	USP12	-	27640301	none	2.3512	2.7257
chr13	WBP4	+	41658118	none	2.4128	2.7977
chr13	WDFY2	+	52340921	none	2.4515	2.7583
chr13	XPO4	-	21353272	none	2.4930	2.8034
chr13	ZC3H13	-	46577365	none	2.2719	2.7806
chr13	ZMYM5	-	20397625	none	2.3108	2.7773
chr14	ACTR10	+	58701508	none	2.2581	2.8019
chr14	AJUBA	-	23441026	none	2.3702	2.7695
chr14	AKAP5	+	64939607	none	2.6157	2.7547
chr14	ANKRD9	-	102973195	none	2.5454	2.7883
chr14	AP5M1	+	57756786	none	2.2948	2.7890
chr14	APOPT1	+	104038068	none	2.4767	2.7749
chr14	ARF6	+	50363763	none	2.3919	2.8032
chr14	ARHGAP5	+	32563584	none	2.4619	2.7605
chr14	ARHGAP5	+	32626420	none	2.4472	2.7660
chr14	ARHGAP5	+	32627202	none	2.2873	2.7499
chr14	ARID4A	+	58817964	none	2.4659	2.7822
chr14	ARID4A	+	58825915	none	2.4436	2.7648
chr14	ARID4A	+	58831035	none	2.3251	2.7727
chr14	ATG2B	-	96747611	none	2.4035	2.7947
chr14	ATP6V1D	-	67804592	none	2.5577	2.7655
chr14	ATP6V1D	-	67804800	none	2.5576	2.8070
chr14	BAZ1A	-	35221945	none	2.6362	2.7836
chr14	BAZ1A	-	35270328	none	2.3841	2.7303
chr14	C14orf119	+	23567813	none	2.2418	2.7188
chr14	C14orf132	+	96560181	none	2.4998	2.7771
chr14	C14orf182	-	50458282	none	2.2782	2.7719
chr14	C14orf2	-	104378634	none	2.3176	2.7285
chr14	C14orf2	-	104378863	none	2.3176	2.7554
chr14	CALM1	+	90874597	none	2.4749	2.7284
chr14	CCNB1IP1	-	20779531	none	2.6512	2.8065
chr14	CCNK	+	99977827	none	2.3175	2.8061
chr14	CFL2	-	35179621	none	2.3319	2.7755
chr14	CFL2	-	35181226	none	2.5127	2.7280
chr14	CLMN	-	95662958	none	2.4513	2.7370
chr14	COCH	+	31359333	none	2.4487	2.8065
chr14	DAAM1	+	59836467	none	2.3894	2.7436
chr14	DAAM1	+	59838115	none	2.4582	2.7645
chr14	DCAF11	+	24594446	none	2.5526	2.7572
chr14	DDHD1	-	53503468	none	2.2699	2.7266
chr14	DDHD1	-	53510686	none	2.4145	2.7011
chr14	DICER1	-	95556799	none	2.2623	2.7638
chr14	DTD2	-	31915255	none	2.3657	2.7967
chr14	EAPP	-	34985180	none	2.2498	2.7991
chr14	EFS	-	23825615	none	2.4667	2.8063
chr14	EIF5	+	103809529	none	2.3303	2.7784
chr14	EXD2	+	69709070	none	2.6300	2.7860
chr14	EXOC5	-	57673315	none	2.3835	2.7697
chr14	EXOC5	-	57673526	none	2.2978	2.7664
chr14	FAM179B	+	45543628	none	2.5339	2.7393
chr14	FBLN5	-	92335994	none	2.4762	2.7486
chr14	FBXO33	-	39866931	none	2.2357	2.8062
chr14	FCF1	+	75203403	none	2.3944	2.8067
chr14	FERMT2	-	53323993	none	2.5619	2.7996
chr14	FLRT2	+	86094252	none	2.6590	2.7953
chr14	FLVCR2	+	76114507	none	2.2880	2.7691
chr14	FRMD6	+	52197434	none	2.6801	2.7362
chr14	FUT8	+	66209844	none	2.2399	2.7883
chr14	GALC	-	88399365	none	2.3427	2.7977
chr14	GNPNAT1	-	53241917	none	2.4696	2.7976
chr14	GOLGA5	+	93306175	none	2.2164	2.8063
chr14	GPHN	+	67648342	none	2.5500	2.7839
chr14	GPHN	+	67648510	none	2.5501	2.8056
chr14	GSTZ1	+	77797832	none	2.2631	2.7907
chr14	GTF2A1	-	81642510	none	2.3133	2.7641
chr14	HEATR5A	-	31761003	none	2.5986	2.8057
chr14	HNRNPC	-	21678707	none	2.5790	2.7423
chr14	HNRNPC	-	21680022	none	2.6434	2.7395
chr14	HSP90AA1	-	102547396	none	2.3669	2.7858
chr14	HSP90AA1	-	102551241	none	2.3669	2.7822
chr14	HSPA2	+	65009947	none	2.5037	2.8071
chr14	IFT43	+	76550069	none	2.2832	2.8069
chr14	JDP2	+	75937147	none	2.5554	2.7859
chr14	KHNYN	+	24910536	none	2.3144	2.7863
chr14	KIAA0247	+	70181835	none	2.5993	2.8071
chr14	KIAA0391	+	35743268	none	2.4269	2.8043
chr14	KIAA0586	+	59014831	none	2.2923	2.7352
chr14	KLHL28	-	45393530	none	2.6574	2.7792
chr14	KTN1	+	56078933	none	2.3459	2.8017
chr14	KTN1	+	56151289	none	2.3459	2.7237
chr14	L2HGDH	-	50710198	none	2.3854	2.7539
chr14	L2HGDH	-	50710359	none	2.3700	2.7852
chr14	L3HYPDH	-	59939580	none	2.4656	2.7120
chr14	LINC00641	-	21668444	none	2.6576	2.7426
chr14	LRP10	+	23347271	none	2.5008	2.7978
chr14	LRP10	+	23350779	none	2.5008	2.7296
chr14	LTBP2	-	74964891	none	2.3458	2.7887
chr14	MAP4K5	-	50885231	none	2.4111	2.7974
chr14	MAPK1IP1L	+	55536259	none	2.2083	2.7480
chr14	MARK3	+	103969678	none	2.4091	2.7441
chr14	MARK3	+	103970158	none	2.4091	2.7773
chr14	MED6	-	71050957	none	2.5255	2.8066
chr14	MGAT2	+	50090035	none	2.4480	2.7939
chr14	MGAT2	+	50090191	none	2.4090	2.7348
chr14	MIS18BP1	-	45672404	none	2.4821	2.7356
chr14	MNAT1	+	61435390	none	2.2751	2.8028
chr14	MRPL52	+	23303531	none	2.6437	2.7592
chr14	MTA1	+	105937055	none	2.3396	2.8071
chr14	NEMF	-	50250025	none	2.5735	2.7154
chr14	NEMF	-	50250538	none	2.3721	2.7874
chr14	NEMF	-	50295437	none	2.5919	2.7593
chr14	NIN	-	51186542	none	2.6455	2.7088
chr14	NOVA1	-	26915096	none	2.5572	2.7554
chr14	NOVA1	-	27066733	none	2.3863	2.7060
chr14	PACS2	+	105861540	none	2.6276	2.8003
chr14	PAPOLA	+	97033434	none	2.3847	2.7088
chr14	PCNXL4	+	60601520	none	2.4302	2.8030
chr14	PNN	+	39651307	none	2.5585	2.7092
chr14	PPM1A	+	60760064	none	2.4376	2.7533
chr14	PPP1R13B	-	104200097	none	2.5237	2.7167
chr14	PPP1R3E	-	23765124	none	2.3161	2.7009
chr14	PPP1R3E	-	23767506	none	2.5258	2.7345
chr14	PPP2R3C	-	35554691	none	2.3436	2.8050
chr14	PPP2R5C	+	102378949	none	2.5801	2.7300
chr14	PPP2R5C	+	102394041	none	2.5280	2.7284
chr14	PPP2R5E	-	63840621	none	2.3229	2.7970
chr14	PPP4R4	+	94746059	none	2.4349	2.8013
chr14	PSEN1	+	73690388	none	2.4732	2.7793
chr14	PSMC6	+	53194713	none	2.2011	2.7978
chr14	PTGR2	+	74352163	none	2.5353	2.7699
chr14	RBM25	+	73570166	none	2.3210	2.7315
chr14	RBM25	+	73577602	none	2.3293	2.7821
chr14	RBM25	+	73588064	none	2.3567	2.7538
chr14	RCOR1	+	103196887	none	2.2871	2.8073
chr14	RPS6KA5	-	91336820	none	2.4723	2.7789
chr14	RPS6KA5	-	91337177	none	2.4571	2.7592
chr14	RTN1	-	60062699	none	2.5828	2.7339
chr14	SCFD1	+	31205006	none	2.2577	2.8072
chr14	SETD3	-	99864105	none	2.5470	2.7806
chr14	SIX1	-	61111425	none	2.5058	2.7708
chr14	SIX1	-	61112001	none	2.4710	2.7460
chr14	SLC24A4	+	92967817	none	2.3671	2.7148
chr14	SLC25A29	-	100757455	none	2.4804	2.7862
chr14	SLC38A6	+	61519185	none	2.3493	2.7892
chr14	SLC39A9	+	69929091	none	2.2886	2.8069
chr14	SMEK1	-	91923978	none	2.5606	2.7674
chr14	SNAPC1	+	62263144	none	2.4963	2.7396
chr14	SNX6	-	35031687	none	2.4567	2.7755
chr14	SNX6	-	35037858	none	2.4353	2.7107
chr14	SPTB	-	65213002	none	2.5375	2.7180
chr14	SPTSSA	-	34903380	none	2.6131	2.8057
chr14	SRSF5	+	70238385	none	2.4443	2.7672
chr14	STON2	-	81726999	none	2.5223	2.7990
chr14	STRN3	-	31363096	none	2.4734	2.8013
chr14	TC2N	-	92246395	none	2.5399	2.7782
chr14	TEP1	-	20833832	none	2.2817	2.8006
chr14	TEP1	-	20836478	none	2.2817	2.7170
chr14	TMEM260	+	57116223	none	2.5062	2.7452
chr14	TMX1	+	51722764	none	2.5209	2.8053
chr14	TNFAIP2	+	103603764	none	2.6468	2.8070
chr14	TOX4	+	21965136	none	2.4638	2.7320
chr14	TPPP2	+	21504428	none	2.2182	2.7306
chr14	TRAPPC6B	-	39617025	none	2.4300	2.7885
chr14	TRIM9	-	51441985	none	2.4329	2.7963
chr14	TTLL5	+	76421415	none	2.5366	2.7177
chr14	TXNDC16	-	52897320	none	2.4489	2.7810
chr14	VRK1	+	97347934	none	2.5290	2.7470
chr14	WARS	-	100800152	none	2.5401	2.7839
chr14	WARS	-	100800816	none	2.3076	2.7817
chr14	WDHD1	-	55407884	none	2.4445	2.7081
chr14	WDHD1	-	55422354	none	2.4886	2.7154
chr14	WDR20	+	102690000	none	2.2907	2.7333
chr14	YLPM1	+	75283961	none	2.5948	2.7809
chr14	YY1	+	100744085	none	2.5749	2.7383
chr14	YY1	+	100744804	none	2.4514	2.7622
chr14	YY1	+	100749117	none	2.6226	2.7322
chr14	ZBTB1	+	64990669	none	2.6444	2.7521
chr14	ZFP36L1	-	69254389	none	2.5584	2.8006
chr14	ZFP36L1	-	69255342	none	2.5144	2.7532
chr15	AAGAB	-	67493371	none	2.6761	2.7350
chr15	ANKDD1A	+	65251023	none	2.5853	2.8040
chr15	AP4E1	+	51298084	none	2.5433	2.7964
chr15	APBA2	+	29410507	none	2.3140	2.7070
chr15	APH1B	+	63598099	none	2.3259	2.7402
chr15	AQR	-	35148713	none	2.4195	2.7599
chr15	ARIH1	+	72876333	none	2.5894	2.7103
chr15	BTBD1	-	83685192	none	2.3699	2.8056
chr15	C15orf40	-	83673439	none	2.4805	2.8008
chr15	C15orf59	-	74032144	none	2.5128	2.8054
chr15	CASC5	+	40956531	none	2.5724	2.7741
chr15	CD276	+	74006842	none	2.3889	2.8053
chr15	CELF6	-	72578295	none	2.4393	2.7373
chr15	COPS2	-	49417489	none	2.2623	2.7547
chr15	COPS2	-	49417666	none	2.6107	2.7299
chr15	CYFIP1	+	23003598	none	2.5610	2.8060
chr15	DAPK2	-	64199236	none	2.3466	2.7217
chr15	DPH6	-	35664313	none	2.4839	2.7172
chr15	DTWD1	+	49935837	none	2.6122	2.7637
chr15	DUT	+	48634601	none	2.5091	2.8072
chr15	EFTUD1	-	82422577	none	2.3621	2.8001
chr15	EHD4	-	42191647	none	2.2529	2.7712
chr15	EIF2AK4	+	40327787	none	2.2515	2.8066
chr15	EIF3J	+	44854988	none	2.5431	2.7425
chr15	FAH	+	80478682	none	2.4471	2.7511
chr15	FAM214A	-	52873529	none	2.4156	2.7775
chr15	FAM214A	-	52873867	none	2.5162	2.7610
chr15	FAM219B	-	75192338	none	2.4382	2.8042
chr15	FAM98B	+	38778412	none	2.5110	2.7757
chr15	FRMD5	-	44162961	none	2.5988	2.7553
chr15	GABPB1	-	50569460	none	2.6406	2.7884
chr15	GNB5	-	52413132	none	2.6487	2.8048
chr15	GNB5	-	52414405	none	2.6488	2.7270
chr15	GOLGA8A	-	34671276	none	2.4970	2.8046
chr15	GOLGA8B	-	34817481	none	2.4773	2.7633
chr15	GPR176	-	40091355	none	2.5833	2.7035
chr15	HAUS2	+	42862183	none	2.3275	2.7865
chr15	HDGFRP3	-	83806813	none	2.3488	2.7502
chr15	HEXA	-	72635786	none	2.4707	2.7536
chr15	HEXA	-	72636221	none	2.4226	2.7444
chr15	ICE2	-	60715325	none	2.4755	2.7473
chr15	IDH3A	+	78462873	none	2.3922	2.7290
chr15	IGF1R	+	99507747	none	2.5340	2.7692
chr15	INO80	-	41271086	none	2.2505	2.8050
chr15	IQGAP1	+	91045462	none	2.2163	2.7432
chr15	ISLR2	+	74429140	none	2.6709	2.8007
chr15	KIF23	+	69740743	none	2.5471	2.8064
chr15	LEO1	-	52230224	none	2.6195	2.8013
chr15	LINGO1	-	77905375	none	2.4759	2.7116
chr15	LINGO1	-	77906038	none	2.4759	2.7984
chr15	LOC100419583	+	45025026	none	2.2059	2.8040
chr15	LRRC28	+	99926489	none	2.2617	2.7648
chr15	LRRC49	+	71341968	none	2.3849	2.7225
chr15	LRRC49	+	71342415	none	2.4705	2.7253
chr15	LRRC57	-	42830037	none	2.4954	2.7028
chr15	LRRC57	-	42834742	none	2.4843	2.7433
chr15	MAN2A2	+	91464421	none	2.6443	2.8064
chr15	MEF2A	+	100254383	none	2.4967	2.7269
chr15	MEIS2	-	37183282	none	2.3787	2.8062
chr15	MESDC2	-	81268102	none	2.3177	2.7410
chr15	MESDC2	-	81270540	none	2.5375	2.7702
chr15	MESDC2	-	81271008	none	2.4241	2.7688
chr15	MESDC2	-	81271319	none	2.4877	2.7526
chr15	MFAP1	-	44096755	none	2.2166	2.8069
chr15	MPI	+	75190549	none	2.5999	2.7900
chr15	MTFMT	-	65294858	none	2.4010	2.7928
chr15	MYEF2	-	48434003	none	2.5110	2.7534
chr15	MYO5A	-	52599487	none	2.3368	2.7768
chr15	MYO5C	-	52484529	none	2.6069	2.7983
chr15	NEDD4	-	56120558	none	2.6497	2.7540
chr15	NEO1	+	73597533	none	2.3449	2.7911
chr15	NIPA1	-	23043287	none	2.2246	2.7937
chr15	NIPA2	-	23005355	none	2.6221	2.7894
chr15	NIPA2	-	23006190	none	2.4267	2.7052
chr15	OAZ2	-	64979783	none	2.4248	2.7529
chr15	PARP6	-	72533542	none	2.5507	2.8065
chr15	PDE8A	+	85682372	none	2.5692	2.7982
chr15	PIAS1	+	68480377	none	2.4813	2.8028
chr15	PSMA4	+	78841259	none	2.4979	2.7102
chr15	PSMA4	+	78841534	none	2.4979	2.8046
chr15	PTPLAD1	+	65870679	none	2.4410	2.8000
chr15	RAB11A	+	66180254	none	2.4452	2.7040
chr15	RASGRP1	-	38780405	none	2.6298	2.7682
chr15	RPL4	-	66791644	none	2.4475	2.8057
chr15	RPP25	-	75247650	none	2.2727	2.7258
chr15	RPS27L	-	63445549	none	2.5449	2.7573
chr15	RPS27L	-	63446061	none	2.5449	2.8071
chr15	RSL24D1	-	55473526	none	2.4137	2.7701
chr15	SCAMP2	-	75136084	none	2.5500	2.8029
chr15	SCG5	+	32989286	none	2.4213	2.7152
chr15	SEC11A	-	85212777	none	2.3684	2.7830
chr15	SEC11A	-	85212968	none	2.3684	2.7422
chr15	SECISBP2L	-	49280838	none	2.2684	2.8004
chr15	SECISBP2L	-	49280990	none	2.2021	2.7914
chr15	SIN3A	-	75661730	none	2.4569	2.7673
chr15	SIN3A	-	75663484	none	2.5675	2.7581
chr15	SLCO3A1	+	92706784	none	2.2028	2.7423
chr15	SLTM	-	59171254	none	2.2514	2.7541
chr15	SLTM	-	59186341	none	2.5993	2.7118
chr15	SLTM	-	59205734	none	2.6043	2.7830
chr15	SMAD3	+	67487506	none	2.6459	2.7557
chr15	SNAP23	+	42825017	none	2.4138	2.7630
chr15	SNAP23	+	42825250	none	2.5008	2.7862
chr15	SNAPC5	-	66786168	none	2.2236	2.7883
chr15	SNX1	+	64430196	none	2.5402	2.7649
chr15	SNX1	+	64436416	none	2.5402	2.7050
chr15	SNX33	+	75950970	none	2.4930	2.7508
chr15	SRP14	-	40327949	none	2.4606	2.7098
chr15	SRP14	-	40328260	none	2.4606	2.7688
chr15	STARD9	+	43013052	none	2.5678	2.7180
chr15	TBC1D2B	-	78287343	none	2.6607	2.7649
chr15	THAP10	-	71173838	none	2.5862	2.7462
chr15	THBS1	+	39889654	none	2.4271	2.8069
chr15	TJP1	-	29992364	none	2.6151	2.8071
chr15	TLN2	+	63136818	none	2.2908	2.8040
chr15	TM2D3	-	102182056	none	2.4063	2.8071
chr15	TMOD2	+	52108556	none	2.2526	2.7925
chr15	TMOD3	+	52204121	none	2.4824	2.7568
chr15	TMOD3	+	52207914	none	2.3979	2.7615
chr15	TP53BP1	-	43699423	none	2.2816	2.8062
chr15	TRPM7	-	50852499	none	2.4997	2.7989
chr15	UACA	-	70959239	none	2.4755	2.7675
chr15	UACA	-	70959430	none	2.6640	2.7686
chr15	UBE3A	-	25582395	none	2.5450	2.7596
chr15	UBE3A	-	25582921	none	2.6097	2.7821
chr15	USP3	+	63883648	none	2.4104	2.7484
chr15	USP3	+	63886828	none	2.5904	2.7617
chr15	USP8	+	50774044	none	2.2638	2.7410
chr15	USP8	+	50791945	none	2.2212	2.7799
chr15	VIMP	-	101812407	none	2.4564	2.7942
chr15	VPS39	-	42450914	none	2.5090	2.8064
chr15	ZFAND6	+	80430727	none	2.6007	2.7441
chr15	ZNF609	+	64977457	none	2.5173	2.7280
chr15	ZWILCH	+	66841811	none	2.3320	2.8056
chr16	ACSM3	+	20808475	none	2.3904	2.7408
chr16	ADCY7	+	50352033	none	2.5750	2.7965
chr16	ADCY9	-	4012658	none	2.4744	2.8059
chr16	AFG3L1P	+	90063022	none	2.4532	2.7260
chr16	AMFR	-	56395384	none	2.5811	2.8018
chr16	ANKRD11	-	89334041	none	2.2081	2.7837
chr16	ATMIN	+	81078766	none	2.4111	2.7349
chr16	ATMIN	+	81080883	none	2.4604	2.7437
chr16	ATXN1L	+	71891223	none	2.3436	2.8070
chr16	BANP	+	88110611	none	2.5402	2.7939
chr16	BANP	+	88110917	none	2.4950	2.7970
chr16	BBS2	-	56518298	none	2.2211	2.8004
chr16	BFAR	+	14763076	none	2.3953	2.7801
chr16	C16orf52	+	22095965	none	2.6651	2.7814
chr16	C16orf72	+	9205947	none	2.6750	2.7265
chr16	C16orf87	-	46835954	none	2.6749	2.8070
chr16	CARHSP1	-	8948803	none	2.4470	2.7763
chr16	CCP110	+	19552089	none	2.2176	2.7100
chr16	CD2BP2	-	30362103	none	2.6155	2.7188
chr16	CD2BP2	-	30364174	none	2.6155	2.7748
chr16	CES2	+	66978322	none	2.4585	2.8044
chr16	CES2	+	66978967	none	2.4585	2.7811
chr16	CFAP20	-	58147507	none	2.3263	2.8060
chr16	CHD9	+	53361385	none	2.2336	2.7913
chr16	CIAPIN1	-	57462096	none	2.6014	2.7772
chr16	CIAPIN1	-	57462462	none	2.6014	2.7930
chr16	CLCN7	-	1494944	none	2.6362	2.7631
chr16	CLCN7	-	1495371	none	2.6362	2.7690
chr16	CMIP	+	81745361	none	2.2577	2.7862
chr16	COQ7	+	19091340	none	2.4228	2.7932
chr16	COTL1	-	84599218	none	2.3491	2.8029
chr16	CPPED1	-	12757355	none	2.2972	2.7877
chr16	CYLD	+	50835839	none	2.4610	2.7643
chr16	DCTN5	+	23688779	none	2.5473	2.7940
chr16	DEXI	-	11022761	none	2.2959	2.8071
chr16	DNAJA2	-	46989779	none	2.5853	2.7452
chr16	DNAJA2	-	46990302	none	2.5129	2.7808
chr16	DNAJA2	-	46990504	none	2.5599	2.7081
chr16	DYNLRB2	+	80584542	none	2.6642	2.7167
chr16	EEF2K	+	22300050	none	2.2764	2.7780
chr16	EMP2	-	10622434	none	2.4987	2.7740
chr16	FAM192A	-	57186388	none	2.6837	2.7452
chr16	FAM192A	-	57187655	none	2.2084	2.7489
chr16	FBXO31	-	87362964	none	2.5978	2.8004
chr16	FLYWCH1	+	2999788	none	2.3779	2.7353
chr16	FLYWCH2	+	2949351	none	2.3937	2.8065
chr16	GALNS	-	88880150	none	2.5896	2.7658
chr16	GAS8	+	90109872	none	2.4454	2.7960
chr16	GCSH	-	81115726	none	2.3095	2.7780
chr16	GDE1	-	19513025	none	2.5644	2.7973
chr16	GGA2	-	23477348	none	2.5367	2.7433
chr16	GINS2	-	85711290	none	2.2930	2.7673
chr16	GINS2	-	85711555	none	2.2933	2.7212
chr16	GLG1	-	74481340	none	2.4164	2.7177
chr16	GLG1	-	74485862	none	2.2325	2.7288
chr16	GLG1	-	74486719	none	2.3185	2.7880
chr16	GNAO1	+	56391353	none	2.5236	2.7830
chr16	GPRC5B	-	19870298	none	2.2215	2.8060
chr16	GPT2	+	46965191	none	2.2715	2.8046
chr16	GSE1	+	85709797	none	2.4526	2.8039
chr16	GSPT1	-	11966545	none	2.6747	2.7427
chr16	HERPUD1	+	56977785	none	2.2525	2.7927
chr16	HIRIP3	-	30004325	none	2.2284	2.8012
chr16	HN1L	+	1751419	none	2.3444	2.7120
chr16	HSBP1	+	83845262	none	2.4375	2.7019
chr16	IL21R	+	27461799	none	2.4050	2.7234
chr16	IQCK	+	19868681	none	2.6798	2.8018
chr16	IRX5	+	54968372	none	2.4745	2.7806
chr16	IST1	+	71949609	none	2.4910	2.7767
chr16	IST1	+	71962911	none	2.4910	2.8027
chr16	KAT8	+	31135377	none	2.2635	2.7336
chr16	KAT8	+	31142677	none	2.2635	2.7773
chr16	KIAA0430	-	15688249	none	2.3968	2.8038
chr16	LITAF	-	11641581	none	2.5398	2.7904
chr16	LITAF	-	11641860	none	2.5398	2.7990
chr16	LOC100862671	+	30755593	none	2.6630	2.7907
chr16	LONP2	+	48389405	none	2.2428	2.7711
chr16	LPCAT2	+	55619091	none	2.2152	2.7857
chr16	LYRM1	+	20936310	none	2.6659	2.8068
chr16	MAF	-	79630379	none	2.5099	2.7153
chr16	MAP1LC3B	+	87438344	none	2.5079	2.8042
chr16	METTL22	+	8740069	none	2.5166	2.8011
chr16	METTL9	+	21668778	none	2.4278	2.7428
chr16	MPHOSPH6	-	82181769	none	2.5699	2.8005
chr16	MPHOSPH6	-	82197750	none	2.5163	2.7710
chr16	MTHFSD	-	86563794	none	2.5518	2.7842
chr16	MYH11	-	15796999	none	2.3885	2.7364
chr16	MYLK3	-	46737289	none	2.3659	2.7391
chr16	NAA60	+	3536939	none	2.3074	2.8046
chr16	NAE1	-	66836793	none	2.3215	2.8063
chr16	NDE1	+	15795762	none	2.3169	2.7674
chr16	NDRG4	+	58547306	none	2.6555	2.8023
chr16	NDRG4	+	58547521	none	2.6555	2.7622
chr16	NFAT5	+	69738547	none	2.3858	2.8071
chr16	NFATC2IP	+	28978406	none	2.3041	2.8024
chr16	NQO1	-	69743310	none	2.3667	2.7628
chr16	NQO1	-	69744757	none	2.3666	2.7560
chr16	NTAN1	-	15131724	none	2.6296	2.7754
chr16	NUDT7	+	77776136	none	2.3162	2.8035
chr16	NUP93	+	56878671	none	2.4201	2.7995
chr16	NUTF2	+	67905217	none	2.2505	2.8061
chr16	OGFOD1	+	56510702	none	2.6872	2.7097
chr16	ORAI3	+	30966251	none	2.2895	2.7692
chr16	PHKB	+	47733653	none	2.5829	2.7415
chr16	PHKG2	+	30768675	none	2.4832	2.8068
chr16	PLCG2	+	81991896	none	2.6331	2.7993
chr16	PRKCB	+	24231924	none	2.4934	2.7833
chr16	PRSS21	+	2871704	none	2.6641	2.7196
chr16	QPRT	+	29710008	none	2.3327	2.7741
chr16	RANBP10	-	67756993	none	2.6359	2.8069
