chrom	geneName	strand	location	assigned_tissue_type	Hvalue	AdjustedHvalue
chr16	ZNF720	+	31726845	Bcell+Brain	1.6458	2.0541
chr17	ABCA10	-	67144845	Testis	1.6725	1.8552
chr17	ABCA8	-	66863880	hES	1.6819	2.0721
chr17	ACACA	-	35553783	Bcell	1.5416	1.8274
chr17	AKAP1	+	55197785	Testis+Ovary	1.1084	1.2370
chr17	AKAP1	+	55198179	Testis+Ovary	1.4274	1.7863
chr17	ANKRD40	-	48772216	hES+Testis	1.6350	2.1482
chr17	ARL4D	+	41477966	Testis	1.4103	2.0107
chr17	ATPAF2	-	17927363	Bcell+Brain	1.1129	1.5751
chr17	BECN1	-	40962489	Muscle	1.6593	1.8225
chr17	C17orf80	+	71243660	Testis	0.6888	1.0528
chr17	C17orf97	+	263990	hES	1.5728	1.8042
chr17	CACNB1	-	37333389	Muscle	1.5392	1.5605
chr17	CDC27	-	45212847	hES+Bcell	1.1303	1.4242
chr17	CDC42EP4	-	71277479	hES	1.1073	1.4528
chr17	CDK5R1	+	30815636	Testis+Ovary	1.5983	1.6782
chr17	CNP	+	40121217	hES+Testis	1.0294	1.3667
chr17	COX11	-	53040288	Brain	1.3957	2.1465
chr17	CPD	+	28791970	Testis+Bcell+Ovary	0.9647	1.0699
chr17	CRK	-	1338158	Bcell+Testis	0.9914	1.1407
chr17	CSNK1D	-	80197603	Testis	0.5661	0.6476
chr17	CXCL16	-	4637560	Testis	1.1584	1.6180
chr17	CXCL16	-	4637818	Testis	1.0346	2.1520
chr17	DHX33	-	5347302	Testis+Ovary	0.4472	0.6878
chr17	EFCAB5	+	28435463	Testis+Brain+Ovary	1.7028	1.7986
chr17	ELP5	+	7158211	Brain+Muscle+Breast	1.6826	1.6871
chr17	EXOC7	-	74097097	Bcell+hES	1.0679	1.6121
chr17	FOXK2	+	80490834	hES+Bcell	0.4010	0.6351
chr17	GGNBP2	+	34903074	Bcell+hES	1.3002	1.5620
chr17	GGNBP2	+	34903599	Bcell	1.6980	2.0946
chr17	GOSR2	+	45016265	Muscle+Testis	1.4489	1.6568
chr17	H3F3B	-	73774628	Testis+Muscle	1.4130	1.7867
chr17	HELZ	-	65133838	Bcell	0.7141	1.4061
chr17	HGS	+	79668690	Testis	0.9630	1.2642
chr17	HS3ST3B1	+	14249036	Testis+Bcell+Muscle	1.2026	1.4969
chr17	KANSL1	-	44108781	Testis	0.6742	0.9176
chr17	KANSL1	-	44130144	hES	0.7041	0.9986
chr17	KIAA0100	-	26942332	Testis+Bcell	0.7607	1.0801
chr17	KLHL10	+	40004586	Testis+Muscle	1.2092	1.4062
chr17	KSR1	+	25950670	Testis+Ovary	0.4245	0.6952
chr17	LASP1	+	37075151	Testis	0.2452	0.3132
chr17	LIG3	+	33330156	Testis	1.2450	1.7365
chr17	LUC7L3	+	48816487	Bcell	1.3651	1.8347
chr17	LUC7L3	+	48833557	Bcell+Ovary+Brain	1.2471	1.8306
chr17	MAFG	-	79880488	Testis+Ovary	0.4316	0.6711
chr17	MAP3K3	+	61738965	Bcell	0.4128	0.9486
chr17	MAPT	+	44101798	Testis	1.2313	1.6893
chr17	MED31	-	6549012	Bcell+hES	1.7444	1.9240
chr17	MED9	+	17380890	Bcell+Testis+Breast	1.5242	1.6327
chr17	MIS12	+	5392933	Testis	1.3199	1.3862
chr17	MNT	-	2289512	Testis	1.1576	1.4712
chr17	MPRIP	+	16961258	Testis+Bcell	1.5522	1.7521
chr17	MPRIP	+	17000643	Bcell	1.4953	1.8413
chr17	MRC2	+	60706051	Testis	0.8102	0.8519
chr17	MRPS7	+	73260561	Bcell+hES	1.1144	1.2356
chr17	MSI2	+	55371295	hES	1.6119	1.6025
chr17	MXRA7	-	74676591	Testis	1.7121	1.8845
chr17	MYH10	-	8378887	Testis+Muscle	1.5276	2.0116
chr17	MYH10	-	8395988	Testis+Bcell	0.9057	0.9501
chr17	MYO1D	-	30921218	Testis+Bcell+Muscle	1.5993	1.7713
chr17	MYO1D	-	31031894	hES+Bcell	1.2473	1.4543
chr17	NBR1	+	41362124	Testis	1.4156	1.6075
chr17	NCOR1	-	16004351	Muscle	1.1926	1.3105
chr17	NF1	+	29685658	Testis	0.5745	0.9218
chr17	NF1	+	29709122	Bcell+Testis	1.6722	1.9769
chr17	NLK	+	26375220	Testis	0.7046	0.8269
chr17	NSF	+	44833353	Testis+Ovary	0.9294	1.1130
chr17	NSRP1	+	28500641	Testis+Ovary	0.2404	0.5803
chr17	PAFAH1B1	+	2546362	Bcell	1.3422	1.4027
chr17	PER1	-	8047382	Bcell	1.6853	1.8226
chr17	PGS1	+	76404253	Bcell	1.6233	1.9612
chr17	PIGL	+	16229567	Bcell	1.6098	2.0557
chr17	PRKAR1A	+	66511961	Bcell	0.5301	0.5999
chr17	PRKAR1A	+	66513240	Bcell	0.5986	0.7215
chr17	PRKAR1A	+	66526797	Testis+hES	1.3335	1.7331
chr17	PSMC3IP	-	40724675	Muscle	1.7161	1.5884
chr17	PTRF	-	40561917	Muscle+Bcell+hES	0.8367	1.2115
chr17	RAB11FIP4	+	29844992	Testis+Muscle	1.5922	1.6157
chr17	RAB11FIP4	+	29858862	Testis+Muscle	0.7998	0.9487
chr17	RABEP1	+	5262982	Bcell+hES	1.7823	1.7791
chr17	RARA	+	38507330	Testis	1.0468	1.2513
chr17	RBFOX3	-	77088018	Muscle+hES	1.5867	2.0792
chr17	RNF157	-	74141094	Testis+Bcell	1.3169	1.6699
chr17	RPA1	+	1800817	Testis+Bcell	0.3579	0.5753
chr17	RPS6KB1	+	58024680	hES+Bcell	1.4557	2.0715
chr17	SCPEP1	+	55072641	Bcell+hES	1.2460	1.6074
chr17	SDK2	-	71393188	Muscle+Testis+Brain	1.6054	1.7927
chr17	SGSM2	+	2282946	Testis+Muscle	0.5600	0.8143
chr17	SLC43A2	-	1503406	Testis+Bcell	1.6865	2.0308
chr17	SMURF2	-	62573688	Muscle+hES	1.7392	1.8293
chr17	SOCS7	+	36556015	Testis	0.8291	0.9745
chr17	SP2	+	46007365	Testis	0.4686	0.8490
chr17	SPAG9	-	49108801	Testis	1.2222	1.6291
chr17	SPECC1	+	19914710	hES	1.3045	1.5188
chr17	SPECC1	+	20217744	Testis	1.6956	1.7575
chr17	SSH2	-	27991389	Ovary+hES	1.0696	1.2321
chr17	STAT3	-	40479301	Bcell	1.2327	1.4270
chr17	STAT5B	-	40353642	Testis+Muscle+hES	1.2917	1.6979
chr17	TADA2A	+	35839829	Brain	1.6890	1.8899
chr17	TBC1D16	-	77986863	Bcell	0.8106	1.0623
chr17	TEX14	-	56736172	Bcell+Breast+Muscle	1.7531	1.8910
chr17	TOM1L1	+	53014616	Testis+Brain+Bcell	1.4811	1.6553
chr17	UNC45B	+	33513712	Testis	1.5168	1.9299
chr17	UNC45B	+	33515298	Muscle+Ovary	1.4683	2.0521
chr17	UNK	+	73820576	Testis+Ovary+Muscle	1.2330	1.5558
chr17	VPS53	-	414733	Brain+Ovary	1.7914	2.1401
chr17	VPS53	-	422364	Testis+Ovary	0.7463	0.8250
chr17	VPS53	-	570655	Bcell	0.7307	1.1094
chr17	WNT3	-	44841666	Testis+Muscle	1.6733	2.1549
chr18	AFG3L2	-	12358047	Bcell	0.6728	0.9448
chr18	AQP4	-	24432400	Ovary+Testis	1.6427	1.8108
chr18	AQP4	-	24436011	Muscle	1.5357	2.0850
chr18	ATP9B	+	77092992	Bcell+Testis	1.1753	1.5213
chr18	B4GALT6	-	29203133	Bcell	1.5325	2.0828
chr18	BCL2	-	60979703	Bcell	1.1955	1.4921
chr18	BCL2	-	60985990	Bcell+Muscle	1.0703	1.6115
chr18	C18orf8	+	21096083	Brain+Breast	0.7106	0.7645
chr18	CEP76	-	12691243	Bcell+Testis	1.7793	2.0888
chr18	DLGAP1	-	3997037	Ovary+Muscle	1.5389	1.6664
chr18	DYM	-	46730220	hES+Muscle	0.6744	1.0308
chr18	DYM	-	46847501	Bcell	0.9647	1.1354
chr18	EPB41L3	-	5393093	Bcell+Testis	1.6711	1.8865
chr18	EPB41L3	-	5393285	Testis+Muscle+Ovary	1.3990	1.6498
chr18	ESCO1	-	19146501	hES+Muscle+Ovary	1.2740	1.3649
chr18	KIAA1328	+	34466256	Bcell+Testis+Breast	1.5374	1.6454
chr18	L3MBTL4	-	5956151	Testis+hES+Muscle	1.6787	1.8736
chr18	LDLRAD4	+	13615743	Bcell+hES	1.3953	1.7074
chr18	MBD1	-	47797419	Testis	1.4700	1.8814
chr18	MBD2	-	51726502	hES+Testis	0.6853	0.8194
chr18	MBD2	-	51729053	Testis+hES	1.0885	1.1249
chr18	MEX3C	-	48702551	Testis+Ovary	0.4940	0.5551
chr18	MEX3C	-	48719281	Bcell	1.2487	1.5875
chr18	OSBPL1A	-	21743108	Testis	0.6820	0.7674
chr18	OSBPL1A	-	21879667	hES	1.5557	1.6356
chr18	PHLPP1	+	60646696	Testis	0.8597	0.9120
chr18	PSMG2	+	12663654	Brain	1.2413	1.8535
chr18	PSMG2	+	12670673	hES+Bcell+Muscle	0.6776	0.8477
chr18	RAB27B	+	52556744	Testis+Muscle	1.1440	1.3905
chr18	RAB31	+	9716343	Bcell+Breast	0.3816	0.4337
chr18	RIOK3	+	21061441	Testis	0.9561	1.2249
chr18	RNF138	+	29709259	Testis+Bcell	1.5645	1.6703
chr18	RNMT	+	13735051	Bcell	1.4868	2.0778
chr18	SMAD2	-	45384948	Bcell	1.2484	2.0405
chr18	SMAD2	-	45410002	Testis+Bcell	0.8681	1.0909
chr18	SMAD4	+	48592112	Bcell+hES	1.4302	1.5993
chr18	TCF4	-	53217459	Bcell	0.6808	1.0907
chr18	THOC1	-	236104	Bcell	1.6952	1.7795
chr18	TRAPPC8	-	29485190	Bcell+hES	1.0574	1.3495
chr18	TRAPPC8	-	29488476	hES	1.4752	1.4524
chr18	TSHZ1	+	73001668	Bcell+hES	1.4805	1.9104
chr18	TWSG1	+	9399567	Testis	1.0473	1.3464
chr18	VPS4B	-	61058077	Testis+Muscle	0.5422	0.8214
chr18	ZCCHC2	+	60207132	hES	1.1129	1.4762
chr18	ZCCHC2	+	60216976	hES+Ovary+Muscle	1.5312	1.5689
chr18	ZNF24	-	32916428	Testis	0.7122	1.0002
chr18	ZNF407	+	72781929	Testis+hES+Ovary	0.7675	1.1849
chr18	ZNF516	-	74090329	Bcell+Muscle	0.6386	1.1634
chr19	AP3D1	-	2102038	Testis	1.6365	1.8926
chr19	ARHGAP35	+	47504683	Testis	1.6373	2.1365
chr19	ARID3A	+	972290	Testis	1.7897	2.1084
chr19	CARD8	-	48741527	hES+Muscle	1.6346	2.1916
chr19	CARM1	+	11032554	Testis+Bcell	0.9721	1.4061
chr19	CDC34	+	541586	Testis	1.0831	1.4240
chr19	CNOT3	+	54658230	Brain	1.4602	1.9162
chr19	CSNK1G2	+	1963211	Bcell	1.0147	1.3286
chr19	CSNK1G2	+	1980617	Testis	1.1333	1.9577
chr19	CYTH2	+	48985536	hES+Breast	1.2651	1.9886
chr19	DDA1	+	17430642	Testis	1.0695	1.3410
chr19	DOT1L	+	2206794	Muscle	1.5339	1.8580
chr19	ELAVL1	-	8023458	Brain	0.8072	1.0039
chr19	ELAVL1	-	8024014	Brain	1.6355	1.6220
chr19	EMC10	+	50990118	Bcell	1.0647	1.3354
chr19	EPS15L1	-	16551501	Testis+Bcell	1.4961	1.9259
chr19	ERCC1	-	45910603	Bcell	1.7505	2.0421
chr19	FAM32A	+	16301938	Bcell	1.6148	1.8058
chr19	FKRP	+	47251898	Testis	1.6447	2.1268
chr19	GATAD2A	+	19581546	Bcell	1.7558	1.7743
chr19	GNA11	+	3115409	Testis+Bcell	1.2590	1.7283
chr19	GPI	+	34890943	Testis+Bcell+Muscle	1.6120	1.6233
chr19	HSH2D	+	16265456	Brain+Bcell	1.7686	2.0890
chr19	KDM4B	+	4971138	Testis+Ovary	1.0442	1.3835
chr19	KDM4B	+	5141512	Bcell	1.6308	1.6928
chr19	KLF2	+	16438682	Bcell+Muscle	1.7129	1.6822
chr19	LDLR	+	11233687	hES+Bcell+Muscle	1.5533	1.5862
chr19	LMNB2	-	2430849	Testis+Muscle	1.1294	1.5120
chr19	LTBP4	+	41126396	Bcell+hES	0.8500	0.8451
chr19	MED29	+	39888726	Muscle+Brain+Testis	1.3809	1.4016
chr19	MEX3D	-	1555296	Testis	0.9444	0.8729
chr19	MIDN	+	1257452	Testis+Bcell	0.7491	0.8387
chr19	MYO9B	+	17216735	Muscle+Testis	1.1225	1.5624
chr19	PROSER3	+	36264363	Brain	1.7157	2.0369
chr19	PTBP1	+	810983	Bcell+Testis	1.5035	1.9793
chr19	REXO1	-	1815970	Testis+Ovary	0.5988	0.7998
chr19	RPS5	+	58900553	Bcell	1.0745	1.5509
chr19	S1PR2	-	10334760	Testis	0.8015	1.0385
chr19	SAMD4B	+	39834057	Bcell	0.4173	0.6862
chr19	SAMD4B	+	39874817	Testis+Muscle	1.4527	1.9328
chr19	SGTA	-	2755703	Testis	0.5175	1.2985
chr19	TEAD2	-	49844012	Testis	1.2367	1.8377
chr19	TNFAIP8L1	+	4652780	Testis+Muscle	1.4762	1.6474
chr19	TNFAIP8L1	+	4652965	Testis	0.9487	1.9008
chr19	UBA52	+	18688258	Brain	1.3969	1.7957
chr19	UPF1	+	18977409	Testis	0.6506	0.9920
chr19	URI1	+	30416783	Testis	0.2318	0.4529
chr19	URI1	+	30492001	hES+Muscle	1.5775	1.4748
chr19	VRK3	-	50489570	Brain	0.4411	0.6946
chr19	WIZ	-	15530810	Bcell+hES	1.2447	1.3210
chr19	ZNF331	+	54026806	hES+Muscle	1.6930	1.7327
chr19	ZNF506	-	19904704	Testis+Bcell	1.5341	1.5363
chr19	ZNF543	+	57840751	Testis+Muscle	0.9676	1.3607
chr19	ZNF567	+	37214232	Testis	1.6206	1.8114
chr19	ZNF626	-	20821716	Muscle	1.4491	2.1773
chr19	ZNF780B	-	40532573	hES	1.6041	2.0152
chr19	ZNF829	-	37383139	Testis+Muscle	1.1369	1.5322
chr2	AAK1	-	69692456	Testis+hES	1.3942	1.5737
chr2	AAK1	-	69694919	Brain+hES	1.4494	1.9449
chr2	AAK1	-	69701379	Muscle+Brain	1.3892	1.7662
chr2	AAK1	-	69701596	Brain	1.7172	2.1675
chr2	AFF3	-	100167809	Testis+hES+Muscle	1.6436	1.6934
chr2	AGBL5	+	27292691	Testis	0.9929	1.7665
chr2	AGPS	+	178374495	hES+Bcell+Muscle	1.4848	1.5942
chr2	ALMS1	+	73800703	Testis	1.0954	1.4344
chr2	ANKRD30BL	-	132907805	hES+Muscle+Bcell	1.3372	1.5254
chr2	ANKRD30BL	-	133012934	Testis	1.5760	1.4314
chr2	ANKRD44	-	197934632	Bcell+Breast	1.4355	1.9169
chr2	ANTXR1	+	69373496	Bcell+hES	1.4777	2.0000
chr2	ANTXR1	+	69462901	Bcell+Breast	1.1603	1.4963
chr2	APLF	+	68790440	Testis+Ovary	1.6467	1.8880
chr2	ARHGAP15	+	144372047	Bcell	1.1075	1.8206
chr2	ARHGAP15	+	144425602	Bcell	1.3301	2.0268
chr2	ARHGAP25	+	69044315	hES+Muscle	1.7576	2.0090
chr2	ARL5A	-	152682736	Muscle	1.0466	1.6237
chr2	ASXL2	-	25964784	Testis+Ovary+Brain	1.0497	1.3081
chr2	BAZ2B	-	160189853	Muscle+Brain+hES	1.2297	1.3263
chr2	BBS5	+	170361144	Testis+Bcell	0.8968	1.3624
chr2	BCL11A	-	60768974	Bcell+hES+Muscle	1.4707	1.7121
chr2	BIRC6	+	32802572	hES	1.4917	1.7218
chr2	CAPG	-	85632103	Muscle+hES+Bcell	1.6819	1.7933
chr2	CCDC115	-	131095509	Bcell+Muscle	1.4567	1.6642
chr2	CCNT2	+	135710765	Bcell	1.5220	1.8640
chr2	CEBPZOS	+	37428831	hES	0.9607	1.4026
chr2	CLIP4	+	29390744	Bcell	1.5565	1.9675
chr2	CLIP4	+	29397506	Testis+Bcell	1.3644	1.6385
chr2	CMPK2	-	6989088	hES+Testis+Bcell	1.5720	1.9420
chr2	CNOT11	+	101887767	Bcell	1.7495	1.6503
chr2	CPS1	+	211360792	Muscle+Ovary+Bcell	1.5085	1.5405
chr2	CPS1	+	211542839	Testis+Ovary+Bcell	1.3644	1.5442
chr2	CREB1	+	208461871	Testis	1.1274	1.4697
chr2	CTNNA2	+	80529041	hES+Ovary+Breast	1.4372	1.5985
chr2	CTNNA2	+	80875452	Testis	0.7808	1.0174
chr2	CUL3	-	225379928	Bcell+Breast	0.4361	0.8934
chr2	CUL3	-	225421731	Bcell	1.4658	1.4967
chr2	DHX57	-	39025425	Testis+Breast+Ovary	1.4541	1.7887
chr2	DNAJC10	+	183604366	Testis	1.1288	1.5982
chr2	EHBP1	+	63108540	Breast	1.5845	2.0886
chr2	EHBP1	+	63272817	Testis	0.6572	1.0818
chr2	EPC2	+	149450016	hES	1.5411	1.8440
chr2	EPT1	+	26613462	Bcell	1.3326	1.5468
chr2	ERCC3	-	128050795	Bcell+Ovary+Breast	1.2045	1.5716
chr2	ERMN	-	158177567	Testis+Ovary+Muscle	1.4462	1.7171
chr2	EXOC6B	-	72406290	Testis+Ovary	0.4295	0.6391
chr2	FAM117B	+	203590661	Bcell+Muscle+Breast	1.2274	1.5117
chr2	FAM161A	-	62062653	Testis+hES	1.4890	1.8807
chr2	FBXO11	-	48040002	hES	1.2823	2.0318
chr2	FBXO36	+	230875918	Testis	1.4482	2.1046
chr2	FNDC4	-	27714887	Testis+Bcell	1.6176	1.7363
chr2	GFPT1	-	69553220	Testis	1.2629	1.8567
chr2	GIGYF2	+	233630944	hES+Ovary	1.5814	2.0873
chr2	GIGYF2	+	233721688	Testis	0.1094	0.4999
chr2	GLS	+	191770380	Bcell	0.3734	0.5470
chr2	GLS	+	191771590	Bcell	0.3107	0.4464
chr2	GLS	+	191830265	Brain	1.6313	1.7893
chr2	GMCL1	+	70106372	Testis	0.6073	1.0613
chr2	GULP1	+	189399830	Bcell+Muscle+hES	1.2957	1.4255
chr2	GULP1	+	189406469	Bcell+hES	1.3268	1.7877
chr2	HDAC4	-	239974371	Testis+hES+Bcell	1.6753	1.8347
chr2	HDAC4	-	240015631	hES	1.1538	1.4872
chr2	HDAC4	-	240225995	Muscle+Brain	1.3083	1.5688
chr2	HEATR5B	-	37233152	Bcell+Muscle+Breast	1.3602	1.9530
chr2	HNMT	+	138725009	Bcell+Muscle	1.5128	2.1567
chr2	HNRNPA3	+	178081206	Bcell	0.7495	0.9883
chr2	HNRNPA3	+	178088080	Bcell	1.2909	1.8681
chr2	IFT172	-	27678747	hES+Muscle	1.7751	1.9231
chr2	IL1R1	+	102792276	hES+Muscle	1.4706	1.6803
chr2	ILKAP	-	239077474	Testis+Brain	0.7910	0.9470
chr2	ILKAP	-	239085936	Bcell	1.7822	1.8279
chr2	IMMT	-	86371596	Testis	1.3114	1.9424
chr2	ING5	+	242651957	Bcell	1.2273	1.7990
chr2	INPP4A	+	99198593	Muscle+Testis+Bcell	1.0307	1.2698
chr2	INPP5D	+	234066602	hES	1.5502	1.9281
chr2	KANSL1L	-	210905045	Testis+Muscle	1.5044	1.9092
chr2	KANSL1L	-	210996822	hES+Bcell	0.9984	1.1007
chr2	KCMF1	+	85277847	Bcell	1.3482	1.3517
chr2	KCNJ3	+	155715746	Breast+Brain	1.4167	1.8411
chr2	KDM3A	+	86719426	Testis+Breast	0.4546	1.0981
chr2	KIAA1715	-	176794506	Testis+hES	0.7395	1.4073
chr2	KIAA1715	-	176794668	Testis+Bcell	0.4210	0.7403
chr2	KIDINS220	-	8918649	Bcell+Testis+Muscle	1.0235	1.2187
chr2	KLF11	+	10192940	Testis	1.3864	1.7339
chr2	KLF7	-	207981371	Bcell+Breast	1.2877	1.6438
chr2	KLF7	-	208010051	Bcell	1.1872	1.7963
chr2	LAPTM4A	-	20232939	Testis+Bcell	0.9367	1.2016
chr2	LBH	+	30480625	Testis	0.4504	0.5890
chr2	LPIN1	+	11924072	Testis	0.3367	0.4224
chr2	MAL	+	95719323	Testis	1.7963	1.9677
chr2	MAP4K4	+	102483383	Testis	0.1485	0.3857
chr2	MAP4K4	+	102507940	Bcell+Breast	1.3014	2.0761
chr2	MAPRE3	+	27249302	Testis	0.4270	0.6972
chr2	MARCH7	+	160623920	Testis	0.8043	1.0563
chr2	MBD5	+	148782714	Testis	1.4934	1.7380
chr2	MCFD2	-	47132371	Testis	1.3807	2.0504
chr2	MGAT4A	-	99241971	Muscle+Testis	1.7402	2.1790
chr2	MGAT4A	-	99342409	Bcell+Breast	1.0472	1.3173
chr2	NAB1	+	191555416	Bcell+Muscle	1.3487	1.9099
chr2	NABP1	+	192550542	Testis+Bcell+Muscle	1.5333	1.9157
chr2	NDUFA10	-	240927310	Bcell	0.5179	0.7127
chr2	NIFK-AS1	+	122465793	hES+Bcell+Breast	1.2527	1.5494
chr2	NOL10	-	10707371	Bcell+Ovary	1.1547	1.8542
chr2	NR4A2	-	157182095	Testis+Muscle+Bcell	1.0562	1.3579
chr2	NRXN1	-	50846878	Testis+Muscle	1.5710	1.7553
chr2	NUP35	+	184026158	Testis	0.6549	1.1561
chr2	OBSL1	-	220415455	Testis	1.4800	1.9206
chr2	PARD3B	+	205863324	Bcell+hES	1.0570	1.2174
chr2	PDE6D	-	232643734	Testis+Bcell+Ovary	1.5653	1.5122
chr2	PID1	-	230114152	Bcell+Testis	0.6818	0.9700
chr2	PKP4	+	159491495	hES	1.4759	1.8340
chr2	PKP4	+	159534421	Brain+Testis	1.6047	1.7596
chr2	PMS1	+	190650021	Bcell	1.1899	1.5714
chr2	PRKCE	+	46313563	Testis+hES	1.4224	1.6134
chr2	PRKD3	-	37543772	Testis+Bcell	1.6838	1.9332
chr2	PRKRA	-	179304713	Bcell	1.4760	1.6606
chr2	PRKRA	-	179308749	Bcell	1.4650	1.5867
chr2	PSMD1	+	231996623	Bcell	0.1447	0.4639
chr2	PSMD14	+	162229694	Bcell	0.3378	0.6366
chr2	PXDN	-	1637671	Testis	0.6424	1.1265
chr2	R3HDM1	+	136366502	hES	0.9407	1.9194
chr2	RAB10	+	26316718	Bcell+Testis+Breast	0.7058	0.8194
chr2	RAB1A	-	65315379	Testis	0.0548	0.2397
chr2	RAPH1	-	204354235	Bcell+Testis	1.1710	1.4906
chr2	RASGRP3	+	33689565	hES+Ovary+Testis	1.2876	1.4275
chr2	RASGRP3	+	33743074	Muscle+Testis+Brain	1.7371	2.0860
chr2	RFTN2	-	198436671	Testis+hES	1.7471	1.6421
chr2	RIF1	+	152332326	Bcell+Muscle	1.7298	2.0318
chr2	RNF149	-	101893560	Bcell+hES	1.2925	1.6698
chr2	SCN1A	-	166964571	Muscle+hES+Testis	1.7660	1.8333
chr2	SEPT10	-	110303364	Testis+Bcell	1.1812	1.3797
chr2	SERTAD2	-	64862756	Testis	1.1915	1.2941
chr2	SGPP2	+	223423762	Testis+Breast	1.1311	1.7963
chr2	SH3RF3	+	110054539	Muscle+hES	1.6485	1.7957
chr2	SLC1A4	+	65248638	hES+Testis	1.5071	1.8765
chr2	SNTG2	+	1165864	hES	1.6769	2.1128
chr2	SOS1	-	39280638	Bcell+hES	1.4076	1.4949
chr2	SP3	-	174793714	Bcell+Testis	1.6005	1.6559
chr2	SP3	-	174795638	Bcell	0.6999	1.3138
chr2	SPAG16	+	215275221	Testis+Brain	1.0007	1.4617
chr2	SPATS2L	+	201346978	Bcell+Muscle+Breast	1.7047	1.7195
chr2	SPTBN1	+	54887329	Muscle	1.0300	1.2114
chr2	SRBD1	-	45617864	Breast+Brain	1.2999	1.6061
chr2	SRBD1	-	45666690	hES+Bcell	1.2105	1.4564
chr2	STAM2	-	152976948	Testis	1.3972	2.1601
chr2	TCF7L1	+	85445280	Testis+Bcell	1.1247	1.2803
chr2	THADA	-	43776213	hES	1.0498	1.6519
chr2	TIA1	-	70451564	Bcell+Testis	1.5808	1.6495
chr2	TMEM127	-	96914252	Bcell+Breast	1.7258	2.0096
chr2	TMEM127	-	96918768	Testis	1.1967	1.4511
chr2	TMEM150A	-	85826113	Testis	0.5911	1.0313
chr2	TRAPPC12	+	3466361	hES+Bcell	1.6293	1.9270
chr2	TSGA10	-	99614353	Testis	1.6984	1.7325
chr2	TTC7A	+	47301273	Testis	1.6655	1.8974
chr2	TTN-AS1	+	179390795	Muscle+Brain	1.3979	1.5984
chr2	TYW5	-	200798692	hES+Bcell+Testis	1.7393	2.1612
chr2	UBR3	+	170868173	hES	0.0759	0.1552
chr2	USP34	-	61616471	Bcell+Breast	1.0825	1.6127
chr2	USP37	-	219319386	Testis	0.9012	1.3287
chr2	UXS1	-	106740203	Bcell	0.2735	0.7182
chr2	VRK2	+	58286569	Bcell	1.3100	1.6734
chr2	VRK2	+	58287258	Bcell	1.5099	1.8058
chr2	VRK2	+	58287788	Bcell	1.4191	1.5588
chr2	VSNL1	+	17722127	Testis+Muscle+hES	1.2011	1.3881
chr2	VWA3B	+	98816499	Muscle+Bcell	1.4983	1.6334
chr2	WDR43	+	29169860	Bcell+Testis	1.3420	1.7984
chr2	WDSUB1	-	160135520	Bcell	0.6743	1.1856
chr2	WIPF1	-	175435895	Bcell	1.3089	1.6428
chr2	YWHAQ	-	9766114	Bcell+Muscle	0.2670	0.4954
chr2	ZC3H6	+	113043598	hES+Muscle	1.2057	1.4205
chr20	ABHD12	-	25302992	Muscle+Bcell+hES	1.6728	1.6905
chr20	ANKEF1	+	10036465	Testis+Ovary	1.4384	1.5723
chr20	ARFGEF2	+	47605149	Testis+Ovary+Muscle	1.4891	1.8362
chr20	ATRN	+	3609938	Muscle+Bcell	0.4214	0.6013
chr20	ATRN	+	3630050	Bcell+Testis	1.6449	1.8375
chr20	BLCAP	-	36147226	Testis	0.9552	1.3436
chr20	CBFA2T2	+	32233095	Testis	1.5428	1.9017
chr20	CD40	+	44755795	Bcell	1.7734	1.7857
chr20	CHD6	-	40114225	Bcell	1.2545	1.9391
chr20	COL9A3	+	61472305	Testis	0.8928	0.8838
chr20	CSNK2A1	-	464447	Testis	0.5324	1.4176
chr20	DIDO1	-	61518565	Bcell+Brain	1.3627	1.8391
chr20	FAM217B	+	58513152	Testis+Bcell	1.5167	1.6004
chr20	GINS1	+	25426770	Testis	1.6170	1.6356
chr20	GMEB2	-	62221179	Testis	1.4362	1.7057
chr20	GNAS	+	57469568	Bcell	1.0073	1.1845
chr20	GNAS	+	57475457	Testis	1.3770	1.3360
chr20	GNAS	+	57483863	Bcell	0.9482	1.1897
chr20	ITCH	+	33095730	Testis+Muscle+Ovary	1.5987	1.7021
chr20	LSM14B	+	60709506	Testis+Muscle	1.2080	1.2515
chr20	NCOA5	-	44708236	Bcell	1.0438	1.2468
chr20	NDRG3	-	35281841	Testis+Muscle	1.4367	1.8205
chr20	OSBPL2	+	60862309	Bcell	1.4708	1.6550
chr20	OSBPL2	+	60869119	Testis	1.7026	1.7632
chr20	PCIF1	+	44566504	Bcell	1.7144	2.0886
chr20	PCNA	-	5094304	Bcell	0.1610	0.3757
chr20	PFDN4	+	52836493	Brain	1.4596	1.8071
chr20	PHF20	+	34535642	Testis+Ovary	0.4904	0.6426
chr20	PMEPA1	-	56226461	Testis	1.6050	1.8473
chr20	PMEPA1	-	56265550	Bcell	0.5387	0.8333
chr20	PMEPA1	-	56273899	Bcell	1.1061	1.5241
chr20	PSMF1	+	1120497	Bcell	1.7552	1.9974
chr20	PSMF1	+	1129127	Bcell	0.4506	0.5697
chr20	PTPN1	+	49201768	Bcell+Muscle+hES	1.7337	2.0113
chr20	PTPRA	+	2873689	Bcell+Testis+Muscle	1.0394	1.4889
chr20	PTPRT	-	40824490	hES+Muscle+Testis	1.6944	1.6367
